c_CI_Cat,c_Closure_Code,q_No_of_Reassignments,q_No_of_Related_Incidents,q_No_of_Related_Interactions,t_Close_Time,t_Open_Time,t_ReopenFlag,t_TicketWIPDurationDays,y_Priority
11,8,0,0.0,1.0,2014-02-20 14:36:00,2014-02-20 13:53:00,0,0.02986111111111112,3
11,6,0,0.0,1.0,2014-02-20 14:53:00,2014-02-20 14:03:00,0,0.034722222222222224,4
11,2,0,0.0,1.0,2014-02-21 14:08:00,2014-02-20 14:07:00,0,1.0006944444444446,3
1,6,0,0.0,1.0,2014-02-20 15:09:00,2014-02-20 14:18:00,0,0.035416666666666666,3
11,4,1,0.0,1.0,2014-02-20 17:22:00,2014-02-20 11:17:00,0,0.2534722222222222,3
3,6,0,0.0,1.0,2014-02-24 09:15:00,2014-02-20 11:18:00,0,3.914583333333333,4
1,4,0,0.0,1.0,2014-02-21 12:08:00,2014-02-20 11:21:00,0,1.0326388888888889,3
11,6,0,0.0,1.0,2014-02-20 11:32:00,2014-02-20 11:24:00,0,0.005555555555555557,4
4,8,0,0.0,1.0,2014-02-20 16:32:00,2014-02-20 11:24:00,0,0.21388888888888888,2
1,4,0,0.0,1.0,2014-02-26 10:58:00,2014-02-20 11:24:00,0,5.981944444444443,3
11,6,0,0.0,1.0,2014-02-20 13:46:00,2014-02-20 11:32:00,0,0.09305555555555556,3
3,1,0,0.0,2.0,2014-03-17 09:07:00,2014-02-20 11:34:00,1,24.89791666666667,4
11,4,0,0.0,1.0,2014-02-21 16:42:00,2014-02-20 11:35:00,0,1.2131944444444445,4
1,6,1,1.0,1.0,2014-02-21 09:16:00,2014-02-20 11:38:00,0,0.9013888888888888,4
1,6,1,0.0,1.0,2014-02-20 15:23:00,2014-02-20 11:42:00,0,0.15347222222222226,3
1,6,0,0.0,1.0,2014-02-20 16:49:00,2014-02-20 11:44:00,0,0.21180555555555555,3
11,2,2,0.0,1.0,2014-02-20 14:16:00,2014-02-20 12:00:00,0,0.09444444444444444,3
1,2,0,0.0,1.0,2014-02-25 10:26:00,2014-02-20 12:19:00,0,4.9215277777777775,4
3,6,1,0.0,1.0,2014-02-24 09:47:00,2014-02-20 12:24:00,0,3.8909722222222216,4
1,8,0,0.0,1.0,2014-02-26 15:27:00,2014-02-20 12:28:00,0,6.124305555555557,4
1,4,0,0.0,1.0,2014-02-20 14:37:00,2014-02-20 12:40:00,0,0.08125,3
1,4,1,0.0,1.0,2014-02-20 14:47:00,2014-02-20 13:29:00,0,0.05416666666666667,3
1,4,0,0.0,1.0,2014-02-20 13:49:00,2014-02-20 13:35:00,0,0.009722222222222222,2
1,4,1,0.0,1.0,2014-02-20 16:35:00,2014-02-20 13:36:00,0,0.12430555555555554,3
11,6,0,0.0,1.0,2014-02-20 14:26:00,2014-02-20 13:42:00,0,0.030555555555555555,3
1,6,0,0.0,1.0,2014-02-24 07:55:00,2014-02-20 13:48:00,0,3.754861111111111,4
1,2,2,0.0,1.0,2014-02-21 11:20:00,2014-02-20 13:48:00,0,0.8972222222222223,3
1,4,2,0.0,1.0,2014-02-21 10:49:00,2014-02-20 13:51:00,0,0.8736111111111111,3
1,4,0,0.0,1.0,2014-02-20 14:40:00,2014-02-20 13:54:00,0,0.031944444444444435,4
1,2,0,0.0,1.0,2014-02-20 19:29:00,2014-02-20 13:55:00,0,0.23194444444444445,2
1,6,1,1.0,1.0,2014-02-21 09:22:00,2014-02-20 14:00:00,0,0.8069444444444445,4
1,2,0,0.0,1.0,2014-02-20 14:36:00,2014-02-20 14:06:00,0,0.02083333333333333,3
1,6,0,0.0,1.0,2014-02-20 14:27:00,2014-02-20 14:07:00,0,0.013888888888888888,3
1,7,0,0.0,1.0,2014-02-24 10:35:00,2014-02-20 14:36:00,0,3.832638888888889,4
1,4,3,0.0,1.0,2014-02-25 11:30:00,2014-02-20 14:36:00,0,4.870833333333334,3
11,6,0,0.0,1.0,2014-02-20 14:48:00,2014-02-20 14:37:00,0,0.007638888888888889,4
1,8,4,0.0,1.0,2014-02-24 13:59:00,2014-02-20 14:52:00,0,3.963194444444445,2
11,3,0,0.0,1.0,2014-02-20 15:34:00,2014-02-20 14:52:00,0,0.029166666666666667,3
1,8,1,0.0,1.0,2014-02-20 15:03:00,2014-02-20 15:00:00,0,0.0020833333333333333,2
1,6,0,0.0,1.0,2014-02-20 12:30:00,2014-02-20 12:25:00,0,0.003472222222222222,3
1,6,3,0.0,2.0,2014-02-25 10:50:00,2014-02-20 12:25:00,1,4.934027777777779,3
1,2,0,0.0,1.0,2014-02-24 10:58:00,2014-02-20 12:30:00,0,3.936111111111111,3
1,2,0,0.0,1.0,2014-02-20 17:12:00,2014-02-20 12:42:00,0,0.1875,3
11,7,3,0.0,1.0,2014-02-26 16:11:00,2014-02-20 12:45:00,0,6.143055555555557,4
11,2,0,0.0,1.0,2014-02-20 13:59:00,2014-02-20 12:48:00,0,0.04930555555555555,3
1,2,0,0.0,1.0,2014-02-20 16:49:00,2014-02-20 12:49:00,0,0.16666666666666666,3
1,4,1,0.0,1.0,2014-02-20 15:18:00,2014-02-20 12:57:00,0,0.09791666666666668,2
1,6,0,0.0,1.0,2014-02-20 15:30:00,2014-02-20 13:01:00,0,0.10347222222222223,3
1,6,1,1.0,1.0,2014-02-25 11:49:00,2014-02-20 13:15:00,0,4.940277777777778,4
1,6,4,0.0,1.0,2014-02-27 16:54:00,2014-02-20 13:22:00,0,7.147222222222222,3
1,8,1,0.0,1.0,2014-02-20 13:29:00,2014-02-20 13:27:00,0,0.0013888888888888892,2
1,4,2,0.0,1.0,2014-02-21 15:17:00,2014-02-20 13:30:00,0,1.0743055555555556,4
3,1,1,0.0,1.0,2014-02-25 11:04:00,2014-02-20 13:52:00,0,4.883333333333334,4
1,6,0,0.0,1.0,2014-02-21 14:39:00,2014-02-20 14:02:00,0,1.0256944444444445,4
11,7,7,0.0,1.0,2014-03-03 10:19:00,2014-02-20 14:05:00,0,10.843055555555555,3
1,4,0,0.0,1.0,2014-02-24 16:45:00,2014-02-20 14:26:00,0,4.096527777777778,3
1,4,2,0.0,1.0,2014-03-06 11:47:00,2014-02-20 14:30:00,0,13.886805555555556,3
10,4,0,0.0,1.0,2014-02-21 09:28:00,2014-02-20 14:32:00,0,0.7888888888888889,3
1,6,4,0.0,2.0,2014-02-25 15:44:00,2014-02-20 14:38:00,1,5.045833333333333,4
1,8,2,1.0,1.0,2014-02-24 10:19:00,2014-02-20 14:41:00,0,3.818055555555556,4
1,4,0,0.0,1.0,2014-02-24 09:36:00,2014-02-20 14:59:00,0,3.775694444444445,4
1,6,0,0.0,1.0,2014-02-20 15:21:00,2014-02-20 15:03:00,0,0.0125,3
1,6,1,0.0,1.0,2014-02-21 11:21:00,2014-02-20 15:06:00,0,0.84375,4
10,4,0,0.0,3.0,2014-03-20 08:55:00,2014-02-20 15:21:00,0,27.731944444444448,3
3,1,1,0.0,4.0,2014-02-27 10:21:00,2014-02-20 15:21:00,1,6.791666666666668,4
11,4,0,0.0,1.0,2014-02-28 10:42:00,2014-02-20 15:27:00,0,7.802083333333332,4
1,2,0,0.0,1.0,2014-02-21 09:27:00,2014-02-20 15:44:00,0,0.7381944444444445,3
10,4,0,0.0,2.0,2014-02-28 15:51:00,2014-02-20 16:00:00,0,7.99375,3
11,6,0,0.0,1.0,2014-02-20 16:51:00,2014-02-20 16:02:00,0,0.034027777777777775,3
1,6,1,0.0,1.0,2014-03-04 13:04:00,2014-02-20 16:11:00,0,11.870138888888887,3
1,1,3,0.0,1.0,2014-02-25 09:00:00,2014-02-20 16:15:00,0,4.697916666666667,3
11,6,0,0.0,1.0,2014-02-21 09:42:00,2014-02-20 16:17:00,0,0.7256944444444444,3
1,6,1,0.0,1.0,2014-02-21 15:42:00,2014-02-20 16:33:00,0,0.9645833333333332,3
1,3,0,0.0,2.0,2014-02-24 11:49:00,2014-02-20 16:56:00,1,3.786805555555556,3
11,6,0,0.0,1.0,2014-02-20 17:24:00,2014-02-20 17:04:00,0,0.013888888888888888,3
1,4,0,0.0,1.0,2014-02-21 16:54:00,2014-02-20 17:08:00,0,0.9902777777777778,3
3,4,1,0.0,1.0,2014-02-27 10:51:00,2014-02-20 17:21:00,0,6.729166666666668,4
1,4,0,0.0,1.0,2014-02-21 08:24:00,2014-02-20 17:24:00,0,0.625,3
1,7,0,0.0,1.0,2014-02-25 13:42:00,2014-02-20 13:52:00,0,4.9930555555555545,3
11,4,0,0.0,1.0,2014-02-20 14:24:00,2014-02-20 13:55:00,0,0.02013888888888889,3
11,6,1,0.0,1.0,2014-02-20 15:43:00,2014-02-20 13:56:00,0,0.07430555555555557,3
1,8,0,0.0,1.0,2014-02-20 15:11:00,2014-02-20 14:20:00,0,0.035416666666666666,3
3,1,4,0.0,1.0,2014-03-07 15:58:00,2014-02-20 14:23:00,0,15.065972222222221,4
1,4,0,0.0,1.0,2014-02-20 14:45:00,2014-02-20 14:36:00,0,0.00625,3
1,6,1,1.0,1.0,2014-02-21 11:27:00,2014-02-20 14:40:00,0,0.8659722222222223,4
1,6,0,0.0,1.0,2014-02-20 14:45:00,2014-02-20 14:40:00,0,0.003472222222222222,3
11,2,0,0.0,1.0,2014-02-20 15:12:00,2014-02-20 14:51:00,0,0.014583333333333334,3
11,4,1,0.0,1.0,2014-02-20 17:16:00,2014-02-20 15:10:00,0,0.0875,3
1,6,0,0.0,1.0,2014-02-20 16:21:00,2014-02-20 15:17:00,0,0.04444444444444445,4
1,8,1,0.0,1.0,2014-02-20 15:21:00,2014-02-20 15:20:00,0,0.0006944444444444446,2
11,6,0,0.0,1.0,2014-02-20 15:33:00,2014-02-20 15:27:00,0,0.0041666666666666675,3
3,1,0,0.0,1.0,2014-02-21 12:36:00,2014-02-20 15:44:00,0,0.8694444444444445,4
1,7,0,0.0,2.0,2014-03-10 15:59:00,2014-02-20 15:59:00,1,18.0,4
1,4,2,0.0,1.0,2014-02-21 10:47:00,2014-02-20 16:30:00,0,0.7618055555555555,3
1,6,0,3.0,1.0,2014-02-24 13:31:00,2014-02-20 16:36:00,0,3.8715277777777777,2
1,2,0,0.0,1.0,2014-02-21 09:43:00,2014-02-20 16:44:00,0,0.7076388888888889,3
11,7,0,0.0,1.0,2014-02-24 14:58:00,2014-02-20 17:11:00,0,3.907638888888889,3
1,4,1,0.0,1.0,2014-02-21 10:05:00,2014-02-21 08:35:00,0,0.0625,3
11,6,7,0.0,1.0,2014-03-04 12:12:00,2014-02-21 08:42:00,0,11.145833333333336,3
1,6,0,0.0,1.0,2014-02-21 10:11:00,2014-02-21 09:17:00,0,0.0375,3
11,6,0,0.0,1.0,2014-02-21 10:52:00,2014-02-21 09:26:00,0,0.05972222222222224,3
1,6,6,0.0,1.0,2014-03-04 07:28:00,2014-02-21 09:34:00,0,10.9125,3
1,4,1,0.0,1.0,2014-02-21 14:06:00,2014-02-21 09:36:00,0,0.1875,3
1,4,5,0.0,1.0,2014-03-04 11:51:00,2014-02-21 09:37:00,0,11.093055555555555,3
11,6,0,0.0,1.0,2014-02-21 10:52:00,2014-02-21 09:42:00,0,0.04861111111111111,3
1,4,1,0.0,1.0,2014-02-20 17:32:00,2014-02-20 14:22:00,0,0.13194444444444445,2
1,2,0,0.0,1.0,2014-02-20 16:55:00,2014-02-20 14:26:00,0,0.10347222222222223,3
1,4,9,0.0,1.0,2014-03-13 14:06:00,2014-02-20 14:32:00,0,20.981944444444444,4
1,4,11,0.0,1.0,2014-03-21 13:48:00,2014-02-20 14:55:00,0,28.953472222222217,3
1,6,1,1.0,1.0,2014-02-24 09:11:00,2014-02-20 15:00:00,0,3.7576388888888888,4
1,2,2,0.0,1.0,2014-03-04 08:59:00,2014-02-20 15:03:00,0,11.747222222222224,4
11,7,1,0.0,1.0,2014-02-21 15:38:00,2014-02-20 15:15:00,0,1.0159722222222225,3
11,6,2,0.0,1.0,2014-02-24 15:44:00,2014-02-20 15:16:00,0,4.019444444444445,3
1,8,0,0.0,1.0,2014-02-20 16:24:00,2014-02-20 15:17:00,0,0.04652777777777778,2
1,6,1,0.0,1.0,2014-03-14 16:27:00,2014-02-20 15:47:00,0,22.027777777777782,3
1,7,0,0.0,1.0,2014-02-21 14:07:00,2014-02-20 15:49:00,0,0.9291666666666668,3
1,7,1,0.0,1.0,2014-02-25 07:36:00,2014-02-20 16:02:00,0,4.648611111111111,3
1,2,0,0.0,2.0,2014-02-24 14:49:00,2014-02-20 16:04:00,1,3.9479166666666665,3
1,7,4,0.0,2.0,2014-03-07 08:01:00,2014-02-20 16:07:00,1,14.6625,3
1,8,0,0.0,1.0,2014-03-07 11:54:00,2014-02-20 16:13:00,0,14.820138888888891,3
1,4,0,0.0,1.0,2014-02-20 17:19:00,2014-02-20 16:41:00,0,0.026388888888888892,4
1,4,0,0.0,1.0,2014-03-10 13:48:00,2014-02-20 16:43:00,0,17.878472222222218,2
1,4,4,0.0,1.0,2014-02-21 13:33:00,2014-02-20 16:54:00,0,0.8604166666666667,3
1,4,0,0.0,1.0,2014-02-21 12:20:00,2014-02-20 17:11:00,0,0.7979166666666667,3
1,4,2,0.0,1.0,2014-02-21 12:27:00,2014-02-20 17:21:00,0,0.7958333333333333,3
1,8,0,0.0,1.0,2014-02-21 09:18:00,2014-02-21 08:34:00,0,0.030555555555555555,3
11,6,0,0.0,1.0,2014-02-21 09:17:00,2014-02-21 08:36:00,0,0.028472222222222218,3
11,6,0,0.0,1.0,2014-02-21 09:19:00,2014-02-21 08:38:00,0,0.028472222222222218,3
1,6,0,0.0,1.0,2014-02-21 09:55:00,2014-02-21 09:01:00,0,0.0375,3
11,6,3,0.0,1.0,2014-02-21 16:02:00,2014-02-21 09:15:00,0,0.2826388888888889,3
1,6,0,0.0,1.0,2014-02-20 16:38:00,2014-02-20 15:02:00,0,0.06666666666666668,4
1,2,0,0.0,1.0,2014-02-21 14:05:00,2014-02-20 15:04:00,0,0.9590277777777778,3
11,2,0,0.0,1.0,2014-02-20 15:24:00,2014-02-20 15:07:00,0,0.011805555555555557,4
1,2,0,0.0,1.0,2014-02-21 11:35:00,2014-02-20 15:09:00,0,0.8513888888888889,3
1,4,0,0.0,1.0,2014-02-20 16:06:00,2014-02-20 15:14:00,0,0.036111111111111115,4
1,9,0,0.0,1.0,2014-02-20 15:56:00,2014-02-20 15:17:00,0,0.02708333333333333,4
1,2,0,0.0,1.0,2014-02-21 13:52:00,2014-02-20 15:17:00,0,0.9409722222222222,2
1,6,3,0.0,1.0,2014-02-21 15:48:00,2014-02-20 15:28:00,0,1.0138888888888888,4
1,4,3,0.0,2.0,2014-03-03 09:19:00,2014-02-20 15:36:00,0,10.738194444444444,3
11,6,0,0.0,1.0,2014-02-20 16:23:00,2014-02-20 15:40:00,0,0.02986111111111112,3
11,6,0,0.0,1.0,2014-02-20 15:56:00,2014-02-20 15:46:00,0,0.006944444444444444,3
1,9,1,0.0,3.0,2014-02-26 08:31:00,2014-02-20 15:46:00,1,5.697916666666668,3
1,6,0,0.0,1.0,2014-02-20 16:30:00,2014-02-20 15:59:00,0,0.021527777777777774,4
1,6,0,0.0,1.0,2014-02-20 16:25:00,2014-02-20 16:07:00,0,0.0125,3
1,6,0,0.0,1.0,2014-02-20 16:24:00,2014-02-20 16:07:00,0,0.011805555555555557,3
11,6,2,0.0,1.0,2014-02-21 09:58:00,2014-02-20 16:07:00,0,0.74375,4
1,6,0,0.0,1.0,2014-02-20 16:43:00,2014-02-20 16:29:00,0,0.009722222222222222,3
1,4,0,0.0,1.0,2014-02-21 10:24:00,2014-02-20 16:31:00,0,0.7451388888888889,3
1,6,0,0.0,1.0,2014-02-20 17:18:00,2014-02-20 16:53:00,0,0.017361111111111112,3
1,1,0,0.0,1.0,2014-02-20 17:23:00,2014-02-20 17:22:00,0,0.0006944444444444446,2
3,4,12,0.0,2.0,2014-03-18 08:31:00,2014-02-20 17:33:00,0,25.62361111111111,4
3,1,0,0.0,1.0,2014-02-25 08:57:00,2014-02-20 17:41:00,0,4.636111111111111,4
11,4,0,0.0,1.0,2014-02-24 09:56:00,2014-02-20 18:13:00,0,3.654861111111111,3
1,4,1,0.0,1.0,2014-02-24 14:10:00,2014-02-20 19:28:00,0,3.779166666666667,3
3,1,0,0.0,1.0,2014-02-25 08:56:00,2014-02-21 08:31:00,0,4.017361111111111,4
1,4,1,0.0,1.0,2014-02-24 10:53:00,2014-02-21 08:50:00,0,3.0854166666666667,3
1,7,1,0.0,1.0,2014-02-24 11:12:00,2014-02-21 09:12:00,0,3.083333333333333,3
6,7,0,0.0,1.0,2014-02-21 07:00:00,2014-02-21 00:16:00,0,0.2805555555555556,2
1,4,0,0.0,1.0,2014-02-21 08:23:00,2014-02-21 08:10:00,0,0.009027777777777777,4
3,4,1,0.0,1.0,2014-02-25 09:12:00,2014-02-21 08:36:00,0,4.025,4
1,4,2,0.0,1.0,2014-02-26 20:17:00,2014-02-21 08:39:00,0,5.484722222222223,3
11,8,0,0.0,1.0,2014-02-21 09:19:00,2014-02-21 08:50:00,0,0.02013888888888889,3
1,6,0,0.0,1.0,2014-02-21 09:18:00,2014-02-21 09:01:00,0,0.011805555555555557,3
1,6,0,0.0,3.0,2014-02-22 11:38:00,2014-02-21 09:06:00,0,1.1055555555555556,2
11,9,0,0.0,1.0,2014-02-21 10:15:00,2014-02-21 09:22:00,0,0.036805555555555564,3
11,9,0,0.0,1.0,2014-02-21 10:13:00,2014-02-21 09:22:00,0,0.035416666666666666,3
1,4,0,0.0,1.0,2014-02-21 10:46:00,2014-02-21 09:24:00,0,0.056944444444444436,3
11,6,0,0.0,1.0,2014-02-21 11:01:00,2014-02-21 09:29:00,0,0.06388888888888887,3
1,4,0,3.0,6.0,2014-02-21 11:04:00,2014-02-21 09:32:00,0,0.06388888888888887,1
7,6,1,0.0,1.0,2014-02-21 12:58:00,2014-02-21 09:43:00,0,0.13541666666666666,2
3,1,1,0.0,1.0,2014-02-24 13:13:00,2014-02-21 09:44:00,0,3.145138888888889,4
1,4,0,0.0,1.0,2014-02-21 11:05:00,2014-02-21 09:45:00,0,0.05555555555555555,1
3,3,1,0.0,1.0,2014-02-24 14:35:00,2014-02-21 09:45:00,0,3.201388888888889,3
11,6,2,0.0,1.0,2014-03-06 09:49:00,2014-02-21 09:45:00,0,13.002777777777776,3
11,9,2,0.0,1.0,2014-02-24 12:36:00,2014-02-21 09:53:00,0,3.1131944444444444,3
1,6,0,0.0,1.0,2014-02-21 10:30:00,2014-02-21 09:59:00,0,0.021527777777777774,3
1,6,0,0.0,1.0,2014-02-28 09:11:00,2014-02-21 10:06:00,0,6.9618055555555545,3
11,6,0,0.0,1.0,2014-02-21 11:16:00,2014-02-21 10:08:00,0,0.04722222222222222,3
11,6,0,0.0,1.0,2014-02-21 10:26:00,2014-02-21 10:21:00,0,0.003472222222222222,3
11,4,1,0.0,1.0,2014-02-24 14:20:00,2014-02-21 10:24:00,0,3.1638888888888888,3
3,1,2,0.0,1.0,2014-02-27 14:01:00,2014-02-21 10:32:00,0,6.145138888888888,4
11,6,0,0.0,1.0,2014-02-21 11:08:00,2014-02-21 10:57:00,0,0.007638888888888889,3
11,6,0,0.0,1.0,2014-02-21 11:05:00,2014-02-21 10:58:00,0,0.004861111111111111,3
3,1,10,0.0,2.0,2014-02-28 14:42:00,2014-02-21 10:59:00,0,7.154861111111112,4
1,6,5,0.0,1.0,2014-02-27 08:46:00,2014-02-21 11:04:00,0,5.904166666666668,2
1,4,8,0.0,1.0,2014-02-26 13:52:00,2014-02-21 11:07:00,0,5.114583333333333,2
1,1,8,0.0,1.0,2014-02-26 13:51:00,2014-02-21 11:09:00,0,5.1125,2
10,6,4,0.0,1.0,2014-02-26 10:20:00,2014-02-21 11:09:00,0,4.965972222222222,4
11,8,0,0.0,1.0,2014-02-21 11:28:00,2014-02-21 11:09:00,0,0.013194444444444444,3
1,9,0,0.0,1.0,2014-02-28 15:07:00,2014-02-21 11:14:00,0,7.161805555555556,3
1,6,1,0.0,1.0,2014-02-24 10:14:00,2014-02-21 11:14:00,0,2.958333333333333,3
1,4,3,0.0,2.0,2014-03-11 11:53:00,2014-02-21 11:18:00,1,18.024305555555557,3
11,6,0,0.0,1.0,2014-02-21 15:03:00,2014-02-21 11:24:00,0,0.15208333333333332,3
1,4,1,0.0,1.0,2014-03-03 10:34:00,2014-02-21 11:35:00,0,9.957638888888887,4
1,6,0,0.0,1.0,2014-02-21 09:56:00,2014-02-21 09:21:00,0,0.02430555555555556,3
1,6,0,0.0,1.0,2014-02-28 16:31:00,2014-02-21 09:23:00,0,7.2972222222222225,3
1,3,0,0.0,1.0,2014-02-24 09:20:00,2014-02-21 09:27:00,0,2.995138888888889,3
1,4,0,0.0,1.0,2014-02-21 11:05:00,2014-02-21 09:28:00,0,0.06736111111111111,2
1,6,0,0.0,1.0,2014-02-21 11:16:00,2014-02-21 09:36:00,0,0.06944444444444445,3
10,4,0,0.0,1.0,2014-02-21 14:49:00,2014-02-21 09:41:00,0,0.21388888888888888,2
1,0,0,0.0,1.0,2014-02-21 15:39:00,2014-02-21 09:50:00,0,0.2423611111111111,3
1,6,1,1.0,1.0,2014-03-04 15:24:00,2014-02-21 09:51:00,0,11.23125,2
3,2,1,0.0,1.0,2014-03-04 09:11:00,2014-02-21 09:52:00,0,10.971527777777776,4
1,6,0,0.0,1.0,2014-02-21 10:14:00,2014-02-21 10:07:00,0,0.004861111111111111,3
1,1,0,0.0,1.0,2014-03-05 09:14:00,2014-02-21 10:20:00,0,11.954166666666667,3
1,2,2,0.0,1.0,2014-02-24 06:26:00,2014-02-21 10:27:00,0,2.832638888888889,3
1,4,1,1.0,1.0,2014-02-21 12:20:00,2014-02-21 10:39:00,0,0.07013888888888889,2
3,1,3,0.0,4.0,2014-02-27 09:44:00,2014-02-21 10:52:00,0,5.9527777777777775,4
11,8,0,0.0,1.0,2014-02-21 11:35:00,2014-02-21 11:04:00,0,0.021527777777777774,3
1,6,0,0.0,1.0,2014-02-21 12:07:00,2014-02-21 11:26:00,0,0.028472222222222218,3
11,6,2,0.0,1.0,2014-03-25 14:07:00,2014-02-21 11:30:00,0,32.10902777777777,3
3,1,1,0.0,1.0,2014-02-24 13:52:00,2014-02-21 11:31:00,0,3.097916666666667,4
1,6,5,0.0,3.0,2014-02-24 16:20:00,2014-02-21 12:01:00,0,3.1798611111111112,3
3,4,0,0.0,1.0,2014-02-21 16:04:00,2014-02-21 12:12:00,0,0.16111111111111112,4
1,6,0,0.0,1.0,2014-02-21 14:44:00,2014-02-21 12:25:00,0,0.09652777777777778,3
1,6,0,0.0,1.0,2014-02-21 13:23:00,2014-02-21 13:04:00,0,0.013194444444444444,3
1,6,0,0.0,1.0,2014-02-21 15:00:00,2014-02-21 13:17:00,0,0.07152777777777777,3
1,6,1,21.0,22.0,2014-02-21 14:37:00,2014-02-21 13:21:00,0,0.052777777777777785,1
3,4,0,1.0,1.0,2014-02-21 15:52:00,2014-02-21 13:23:00,0,0.10347222222222223,3
1,4,0,1.0,1.0,2014-02-21 14:35:00,2014-02-21 13:25:00,0,0.04861111111111111,3
1,6,4,0.0,1.0,2014-03-07 15:01:00,2014-02-21 13:29:00,0,14.063888888888886,3
3,4,0,1.0,1.0,2014-02-21 15:52:00,2014-02-21 13:33:00,0,0.09652777777777778,3
1,6,0,0.0,1.0,2014-02-21 15:57:00,2014-02-21 13:50:00,0,0.08819444444444445,3
1,6,0,0.0,1.0,2014-02-21 14:50:00,2014-02-21 13:57:00,0,0.036805555555555564,3
1,6,0,0.0,1.0,2014-02-21 15:22:00,2014-02-21 14:01:00,0,0.05625,3
1,6,0,0.0,1.0,2014-02-21 15:29:00,2014-02-21 14:04:00,0,0.059027777777777776,3
1,4,1,0.0,1.0,2014-02-24 17:51:00,2014-02-21 14:06:00,0,3.15625,3
1,6,0,0.0,1.0,2014-02-21 15:40:00,2014-02-21 14:28:00,0,0.05,3
1,6,1,0.0,1.0,2014-02-21 15:13:00,2014-02-21 14:36:00,0,0.025694444444444443,3
1,7,5,0.0,1.0,2014-02-24 16:02:00,2014-02-21 09:21:00,0,3.2784722222222222,3
1,4,0,0.0,1.0,2014-02-21 12:54:00,2014-02-21 09:32:00,0,0.14027777777777778,2
1,4,1,0.0,1.0,2014-02-24 15:28:00,2014-02-21 09:32:00,0,3.2472222222222222,3
1,6,0,0.0,1.0,2014-02-21 10:44:00,2014-02-21 09:38:00,0,0.04583333333333333,2
11,6,0,0.0,1.0,2014-02-21 11:02:00,2014-02-21 09:52:00,0,0.04861111111111111,3
1,4,0,0.0,1.0,2014-02-21 10:38:00,2014-02-21 09:56:00,0,0.029166666666666667,4
1,2,0,0.0,1.0,2014-02-21 10:32:00,2014-02-21 09:58:00,0,0.02361111111111111,3
1,2,2,0.0,1.0,2014-02-28 07:16:00,2014-02-21 09:59:00,0,6.886805555555554,3
1,4,2,0.0,1.0,2014-02-28 14:57:00,2014-02-21 10:00:00,0,7.20625,3
1,6,0,0.0,1.0,2014-02-24 08:05:00,2014-02-21 10:03:00,0,2.918055555555556,3
11,6,0,0.0,1.0,2014-02-21 11:10:00,2014-02-21 10:06:00,0,0.04444444444444445,3
1,4,2,0.0,1.0,2014-02-25 12:14:00,2014-02-21 10:12:00,0,4.084722222222221,4
1,0,0,0.0,1.0,2014-02-24 13:07:00,2014-02-21 10:25:00,0,3.1125,2
1,2,0,0.0,1.0,2014-02-21 11:33:00,2014-02-21 10:35:00,0,0.04027777777777778,3
1,4,0,0.0,1.0,2014-02-25 13:40:00,2014-02-21 10:50:00,0,4.118055555555555,3
1,1,1,0.0,1.0,2014-02-25 16:01:00,2014-02-21 11:02:00,0,4.207638888888889,4
1,7,5,0.0,1.0,2014-02-24 16:14:00,2014-02-21 11:06:00,0,3.213888888888889,3
11,8,0,0.0,1.0,2014-02-21 12:08:00,2014-02-21 11:23:00,0,0.03125,3
1,6,0,0.0,1.0,2014-02-21 13:06:00,2014-02-21 11:25:00,0,0.07013888888888889,3
11,3,4,0.0,1.0,2014-03-03 12:34:00,2014-02-21 11:25:00,0,10.047916666666667,3
3,5,1,0.0,1.0,2014-02-24 11:07:00,2014-02-21 11:31:00,0,2.9833333333333334,4
11,4,0,0.0,1.0,2014-02-21 12:06:00,2014-02-21 11:33:00,0,0.02291666666666666,3
1,8,1,0.0,2.0,2014-02-27 14:15:00,2014-02-21 11:52:00,1,6.099305555555556,4
11,6,0,0.0,1.0,2014-02-21 12:20:00,2014-02-21 11:56:00,0,0.016666666666666666,3
1,6,0,0.0,1.0,2014-02-21 14:33:00,2014-02-21 12:05:00,0,0.10277777777777776,3
1,8,0,0.0,2.0,2014-02-21 14:49:00,2014-02-21 12:13:00,0,0.10833333333333334,4
1,6,1,0.0,1.0,2014-03-25 15:57:00,2014-02-21 12:30:00,0,32.14375,3
10,4,1,0.0,1.0,2014-02-21 15:53:00,2014-02-21 13:03:00,0,0.11805555555555555,4
11,6,0,0.0,1.0,2014-02-21 15:02:00,2014-02-21 13:15:00,0,0.07430555555555557,3
1,4,0,1.0,1.0,2014-02-21 14:35:00,2014-02-21 13:25:00,0,0.04861111111111111,2
1,4,0,1.0,1.0,2014-02-21 14:35:00,2014-02-21 13:36:00,0,0.040972222222222215,3
1,4,0,1.0,1.0,2014-02-21 14:35:00,2014-02-21 13:37:00,0,0.04027777777777778,3
1,6,0,0.0,1.0,2014-02-21 14:41:00,2014-02-21 14:16:00,0,0.017361111111111112,4
11,6,0,0.0,1.0,2014-02-21 16:26:00,2014-02-21 14:26:00,0,0.08333333333333333,3
1,7,0,0.0,1.0,2014-03-06 15:35:00,2014-02-21 14:44:00,0,13.035416666666665,4
1,7,1,0.0,1.0,2014-02-21 15:48:00,2014-02-21 09:45:00,0,0.2520833333333333,2
